OBJVAL,slug,feature_ty,area
Siedl,zurichsee_wollishofen_langendorfm,l,"3435752"
Siedl,zurcher-strand,l,"4824607"
Siedl,sihl_zuerich_eichenbergerd,r,"2063719"
Siedl,limmat_zuerich_suterdglauserp,r,"5987368"
Siedl,sihl_zurich_himmelhebern,r,"2720811"
Siedl,zuerichsee_zurich_kullg,l,"3607756"
Siedl,sihl_leimbach_kruegerm,r,"800575"
Siedl,zurichsee-feldeggstr-banningersand,l,"4369452"
Siedl,glatt_oerlikon_covosn,r,"3529966"
Siedl,sihl_zuerich_scherfs,r,"5831561"
Siedl,limmat_zuerich_jansena,r,"5270934"
Siedl,chriesbach_duebendorf_schneidera,r,"842942"
Siedl,katzensee_regensdorfzuerichaffoltern_stueberj,l,"938959"
Siedl,sihl_zuerich_eichenbergerd,r,"64468"
Siedl,sihl_leimbach_kruegerm,r,"297758"
Siedl,sihl_adliswil_oggi_fort,r,"33470"
Siedl,thur_schwarzenbach_meiliw,r,"166097"
Siedl,thur_schwarzenbach_meiliw,r,"1117655"
Siedl,thur_schwarzenbach_meiliw,r,"594601"
Siedl,katzensee_regensdorfzuerichaffoltern_stueberj,l,"488388"
Siedl,sitter_stgallen_jennya,r,"1323795"
Siedl,sitter_stgallen_jennya,r,"1486476"
Siedl,sitter_gaiserwald_buehlerf,r,"1535231"
Siedl,sitter_stgallen_steinbrunnerf,r,"2142628"
Siedl,sitter_stgallen_steinbrunnerf,r,"71665"
Siedl,sitter_gaiserwald_buehlerf,r,"323233"
Siedl,sitter_stgallen_steinbrunnerf,r,"644300"
Siedl,sitter_stgallen_jennya,r,"744401"
Siedl,sitter_gaiserwald_buehlerf,r,"586523"
Siedl,sitter_gaiserwald_buehlerf,r,"109065"
Siedl,toss_kollbrunn_burgid,r,"262489"
Siedl,toss_kollbrunn_burgid,r,"796460"
Siedl,aare_brugg_buchie,r,"351796"
Siedl,goldach_goldach_schlachterj,r,"124"
Siedl,bodensee_thal_schlachterj_1,l,"48702"
Siedl,bodensee_altenrhein_caluoria,l,"43227"
Siedl,goldach_goldach_schlachterj,r,"2392367"
Siedl,aare-limmatspitz,r,"207703"
Siedl,aare_brugg_buchie,r,"667568"
Siedl,aare-limmatspitz,r,"279945"
Siedl,aare_brugg_buchie,r,"279945"
Siedl,goldach_goldach_schlachterj,r,"484017"
Siedl,bodensee_horn_huberm,l,"413217"
Siedl,birs_reinach_dinuccin,r,"2376059"
Siedl,aare-limmatspitz,r,"239543"
Siedl,aare_brugg_buchie,r,"239543"
Siedl,aare-limmatspitz,r,"175926"
Siedl,aare_brugg_buchie,r,"95142"
Siedl,aare-limmatspitz,r,"100733"
Siedl,bodensee_thal_schlachterj_1,l,"458227"
Siedl,bodensee_altenrhein_caluoria,l,"458227"
Siedl,bodensee_thal_schlachterj_1,l,"1220926"
Siedl,bodensee_altenrhein_caluoria,l,"1220855"
Siedl,murg_waengi_strickerr,r,"115067"
Siedl,murg_waengi_strickerr,r,"1469645"
Siedl,murg_waengi_strickerr,r,"65410"
Siedl,bodensee_steinach_dolder_a,l,"1235011"
Siedl,bodensee_horn_huberm,l,"612745"
Siedl,bodensee_horn_huberm,l,"108723"
Siedl,bodensee_steinach_dolder_a,l,"85581"
Siedl,birs_reinach_dinuccin,r,"963411"
Siedl,birs_basel_laderachs,r,"326429"
Siedl,birs_basel_grunern,r,"67166"
Siedl,aare-limmatspitz,r,"25237"
Siedl,toss_kollbrunn_burgid,r,"344684"
Siedl,rhein_basel_hungerbuehlern,r,"957061"
Siedl,birs_basel_laderachs,r,"1775696"
Siedl,rhein-beach-tinguely,r,"1144773"
Siedl,birskopfli-rusco,r,"1855988"
Siedl,birs_basel_grunern,r,"2293591"
Siedl,rhein_basel,r,"149557"
Siedl,rhein_basel_hungerbuehlern,r,"5113755"
Siedl,birs_basel_laderachs,r,"2599960"
Siedl,rhein-beach-tinguely,r,"4993303"
Siedl,birskopfli-rusco,r,"4427826"
Siedl,birs_basel_grunern,r,"3093495"
Siedl,rhein_basel,r,"5207292"
Siedl,birskopfli-rusco,r,"441"
Siedl,rhein_eglisau_gomringerp,r,"166718"
Siedl,rhein_eglisau_gomringerp,r,"1463788"
Siedl,rhein-beach-tinguely,r,"616"
Siedl,birskopfli-rusco,r,"90144"
Siedl,unterdsee_ermatingen_brunkem,l,"184312"
Siedl,unterdsee_ermatingen_brunkem,l,"62179"
Siedl,unterdsee_ermatingen_brunkem,l,"1318700"
Siedl,rhein_hemishofen_stolll,r,"137433"
Siedl,rhein_hemishofen_stolll,r,"335094"
Siedl,san-nazzaro-gambarogno,l,"4081"
Siedl,vira-gambarogno,l,"209048"
Siedl,vira-spiaggia-left-of-river,l,"227934"
Siedl,aare_bern_gerberm,r,"41209"
See,magadino-lido,l,"14625"
Wald,sitter_gaiserwald_buehlerf,r,"1112494"
Wald,sitter_stgallen_steinbrunnerf,r,"2467660"
Obstanlage,thur_schwarzenbach_meiliw,r,"78111"
Siedl,aare-limmatspitz,r,"332153"
Siedl,aare_brugg_buchie,r,"619104"
Siedl,thur_schwarzenbach_meiliw,r,"496617"
Siedl,murg_waengi_strickerr,r,"343126"
Siedl,aare-limmatspitz,r,"220741"
Siedl,aare_brugg_buchie,r,"457710"
Siedl,bodensee_steinach_dolder_a,l,"144243"
Siedl,bodensee_steinach_dolder_a,l,"95117"
Siedl,bodensee_horn_huberm,l,"1209703"
Siedl,bodensee_arbon_moslis,l,"2434847"
Siedl,bodensee_steinach_dolder_a,l,"2167093"
Wald,cully-plage,l,"43238"
Sumpf,schmerikon-bahnhof-strand,l,"183302"
Sumpf,aabach,l,"185033"
Sumpf,rastplatz-stampf,l,"211576"
Sumpf,jona-river-rastplatz,r,"248851"
Sumpf,strandbeiz,l,"201325"
Sumpf,schmerikon-bahnhof-strand,l,"350743"
Sumpf,aabach,l,"350743"
Sumpf,unterdsee_ermatingen_brunkem,l,"51778"
Sumpf,plage-de-cheyres,l,"271380"
Sumpf,ruisseau-de-la-croix-plage,l,"48004"
Sumpf,plage-de-cheyres,l,"176675"
Sumpf,ruisseau-de-la-croix-plage,l,"252161"
Sumpf,la-petite-plage,l,"38125"
Sumpf,la-petite-plage,l,"312283"
Sumpf,signalpain,l,"283829"
Sumpf,signalpain,l,"67898"
Sumpf,pecos-plage,l,"137688"
Sumpf,greifensee_uster_fischerb_1,l,"43584"
Sumpf,chriesbach_duebendorf_schneidera,r,"51401"
Sumpf,katzensee_regensdorfzuerichaffoltern_stueberj,l,"94895"
Sumpf,katzensee_regensdorfzuerichaffoltern_stueberj,l,"75858"
Sumpf,katzensee_regensdorfzuerichaffoltern_stueberj,l,"223741"
Sumpf,reuss_ottenbach_schoenenbergerl,r,"49312"
Sumpf,nouvelle-plage,l,"292723"
Sumpf,greifensee_maur_simmenc,l,"156740"
Sumpf,reuss_hunenberg_eberhardy,r,"1723925"
Sumpf,weissenau-neuhaus,l,"358191"
Sumpf,grand-clos,l,"316"
Sumpf,reuss,r,"163245"
Sumpf,impromptu_cudrefin,l,"342770"
Sumpf,neuenburgersee_cudrefin_mattera,l,"251155"
Sumpf,neuenburgersee_cudrefin_mattera,l,"22468"
Sumpf,toss_kollbrunn_burgid,r,"50410"
Sumpf,sihl_menzingen_kucharska_magdalena,r,"182822"
Sumpf,sihl_menzingen_kucharska_magdalena,r,"75464"
Sumpf,sihl_menzingen_kucharska_magdalena,r,"21096"
Sumpf,pfafikon-bad,l,"258565"
Sumpf,sihl_menzingen_kucharska_magdalena,r,"78329"
Sumpf,aare_kehrsatz_stolten,r,"74725"
Sumpf,aare_elfenau_cataldiv,r,"22070"
Sumpf,aare_bern_caveltin,r,"74725"
Sumpf,oberi-chlihochstetten,r,"195055"
Sumpf,golene-gudo,r,"20956"
Sumpf,magadino-lido,l,"294971"
Sumpf,magadino-lido,l,"312638"
Wald,birs_reinach_dinuccin,r,"205796"
Wald,goldach_goldach_schlachterj,r,"473093"
Wald,walensee_walenstadt_wysse,l,"910015"
Wald,seemuhlestrasse-strand,l,"1807209"
Wald,seez_spennwiesenbrucke,r,"4164"
Wald,seez,r,"599178"
Wald,linth_route9brucke,r,"9563"
Wald,vierwaldstattersee_weggis_schoberls_1,l,"26037"
Wald,schutzenmatte,r,"1578841"
Wald,gummligrabbe,r,"1191507"
Wald,mannewil,r,"233485"
Wald,weissenau-neuhaus,l,"1001684"
Wald,oben-am-see,l,"185896"
Wald,sundbach-strand,l,"2112303"
Wald,sense_torishaus_g-cubes,r,"1168760"
Wald,zulg_steffisburg_schmassmanne,r,"591"
Wald,zulg_steffisburg_schmassmanne,r,"85318"
Wald,oben-am-see,l,"96823"
Wald,wycheley,l,"48731"
Wald,oben-am-see,l,"142057"
Wald,wycheley,l,"200070"
Wald,wycheley,l,"19860"
Wald,oben-am-see,l,"1010093"
Wald,wycheley,l,"1512139"
Wald,hafeli,l,"974437"
Wald,grindelwald,p,"90138"
Wald,grindelwald,p,"140446"
Wald,charmey,p,"785670"
Wald,charmey,p,"166971"
Wald,villars,p,"599661"
Wald,baye-de-montreux-g,l,"361176"
Wald,les-paccots,p,"1288357"
Wald,baye-de-montreux-d,l,"362298"
Wald,cabanes-des-diablerets,p,"85374"
Wald,cabanes-des-diablerets,p,"392987"
Wald,villars,p,"343950"
Wald,les-diablerets,p,"3164697"
Wald,isole-di-brissago-porto,l,"278134"
Wald,route-13,r,"149603"
Wald,ascona-traghetto-spiaggia,l,"822877"
Wald,val-calanca,p,"97591"
Wald,leuk-mattenstrasse,r,"278462"
Wald,crans-montana,p,"1154427"
Wald,leuk-mattenstrasse,r,"245404"
Wald,tschilljus,r,"1952"
Wald,val-calanca,p,"3837400"
Wald,villars,p,"15947"
Wald,via-brunari-spiaggia,r,"2588373"
Wald,golene-gudo,r,"1642545"
Wald,rivapiana,l,"101917"
Wald,via-mirasole-spiaggia,r,"2321950"
Wald,canale-saleggi,r,"2395161"
Wald,route-13,r,"208581"
Wald,lavey-les-bains-2,r,"1424198"
Wald,lavey-la-source,r,"2297429"
Wald,lavey-les-bains,r,"1340550"
Wald,lavey-les-bains-2,r,"47092"
Wald,lavey-les-bains,r,"3605"
Wald,les-crosets,p,"764451"
Wald,les-crosets,p,"19426"
Wald,verbier,p,"125577"
Wald,plage-de-cheyres,l,"1032377"
Wald,nouvelle-plage,l,"30244"
Wald,ruisseau-de-la-croix-plage,l,"996256"
Wald,rhein_domatems_foppa_f,r,"2636068"
Wald,verbier,p,"216290"
Wald,les-glariers,r,"300955"
Wald,nendaz,p,"3526193"
Wald,veysonnaz,p,"1560963"
Wald,les-glariers,r,"190751"
Wald,les-vieux-ronquoz,r,"5070"
Wald,la-tzoumaz,p,"3019104"
Wald,lavey-les-bains-2,r,"329958"
Wald,lavey-la-source,r,"1171138"
Wald,lavey-les-bains,r,"780626"
Reben,ligerz-strand,l,"14595"
Reben,bielersee_vinelz_fankhausers,l,"96120"
Reben,erlach-camping-strand,l,"97841"
Reben,gals-reserve,l,"112488"
Sumpf,bielersee_vinelz_fankhausers,l,"106750"
Sumpf,erlach-camping-strand,l,"130694"
Sumpf,gals-reserve,l,"16805"
Sumpf,gummligrabbe,r,"453882"
Siedl,val-calanca,p,"10617"
Fels,grindelwald,p,"216716"
Fels,grindelwald,p,"1"
Reben,augustmutzenbergstrandweg,l,"63344"
Geroell,sihl_zuerich_eichenbergerd,r,"58014"
Geroell,sihl_zurich_himmelhebern,r,"35238"
Geroell,sihl_leimbach_kruegerm,r,"72"
Sumpf,sentiero-giro-del-golf-spiaggia,l,"277811"
Sumpf,greifensee_greifensee_simmenc,l,"168625"
Sumpf,greifensee_fallanden_meistery,l,"257634"
Sumpf,greifensee_fallanden_simmenc,l,"162367"
Siedl,ognonnaz-1,r,"1207"
Gletscher,cabanes-des-diablerets,p,"92714"
Gletscher,cabanes-des-diablerets,p,"282741"
Fels,les-glariers,r,"124894"
Geroell,les-glariers,r,"91843"
Wald,morgins,p,"4058565"
Wald,grand-clos,l,"1802934"
Wald,arve_carouge_battistellak,r,"288822"
Wald,arve_carouge_battistellak,r,"296973"
Wald,hafeli,l,"138378"
Sumpf,reuss_ottenbach_schoenenbergerl,r,"652180"
Sumpf,reuss_ottenbach_schoenenbergerl,r,"170094"
Sumpf,reuss_ottenbach_schoenenbergerl,r,"73343"
Geroell,oberi-chlihochstetten,r,"213680"
Geroell,sitter_gaiserwald_buehlerf,r,"194207"
Geroell,sitter_stgallen_steinbrunnerf,r,"209932"
Wald,magadino-lido,l,"1622520"
Wald,vira-gambarogno,l,"1940413"
Wald,pacha-mama-gerra,l,"1995281"
Wald,gerra-gambarogno,l,"2266674"
Wald,san-nazzaro-gambarogno,l,"1776045"
Wald,vira-spiaggia-left-of-river,l,"2038923"
Obstanlage,bodensee_steinach_dolder_a,l,"482081"
Obstanlage,goldach_goldach_schlachterj,r,"15711"
Obstanlage,bodensee_horn_huberm,l,"767385"
Siedl,thur_schwarzenbach_meiliw,r,"83983"
Sumpf,pfafikon-bad,l,"6989"
Sumpf,bodensee_thal_schlachterj_1,l,"93265"
Sumpf,bodensee_altenrhein_caluoria,l,"87230"
Sumpf,reuss_ottenbach_schoenenbergerl,r,"107994"
Sumpf,zugerseecholler_cham_blarerm,l,"186588"
Wald,la-berra,p,"185207"
Geroell,cabanes-des-diablerets,p,"45145"
Geroell,tschilljus,r,"196870"
Fels,leuk-mattenstrasse,r,"2122"
Sumpf,les-crosets,p,"182958"
Reben,les-glariers,r,"277706"
Siedl,magadino-lido,l,"58558"
Siedl,vira-gambarogno,l,"365223"
Siedl,vira-spiaggia-left-of-river,l,"365223"
Wald,sihl_zuerich_eggerskoehlingera,r,"17782"
Sumpf,pfafikon-bad,l,"192170"
Siedl,murg-bad,l,"1323"
Wald,pacha-mama-gerra,l,"219379"
Wald,gerra-gambarogno,l,"219379"
Wald,san-nazzaro-gambarogno,l,"219379"
Sumpf,goldach_goldach_schlachterj,r,"37777"
Sumpf,oberi-chlihochstetten,r,"107144"
Siedl,plage-de-cheyres,l,"17"
Siedl,schutzenmatte,r,"7463"
Wald,bielersee_vinelz_fankhausers,l,"534"
Wald,erlach-camping-strand,l,"173915"
Wald,camp-des-peches,l,"187287"
Wald,gals-reserve,l,"196937"
Siedl,reuss_hunenberg_eberhardy,r,"86310"
Siedl,sempachersee_sempach_tampec,l,"83604"
Siedl,la-pecherie,l,"53291"
Siedl,rolle-plage,l,"228483"
Reben,tolochenaz,l,"33905"
Obstanlage,emme_biberist_jennim,r,"28882"
Siedl,bielersee_vinelz_fankhausers,l,"109206"
Siedl,erlach-camping-strand,l,"530"
Siedl,plage-de-cheyres,l,"95034"
Siedl,ruisseau-de-la-croix-plage,l,"107555"
Sumpf,bodensee_thal_schlachterj_1,l,"209428"
Sumpf,bodensee_altenrhein_caluoria,l,"222621"
Siedl,toss_kollbrunn_burgid,r,"45393"
Siedl,toss_bauma_kurthe,r,"138776"
Siedl,urnaesch_urnaesch_meierr,r,"181756"
Siedl,schmerikon-bahnhof-strand,l,"43462"
Geroell,cabanes-des-diablerets,p,"46433"
