OBJEKTART,slug,feature_ty,area
Schul- und Hochschulareal,rhein_basel,r,"1947"
Schul- und Hochschulareal,reuss_stkarli_linigersimhofy,r,"1606"
Schul- und Hochschulareal,schusspark-strand,r,"7560"
Schul- und Hochschulareal,route-13,r,"1899"
Schul- und Hochschulareal,foce-del-cassarate,r,"1935"
Schul- und Hochschulareal,lido,l,"1935"
Schul- und Hochschulareal,spiaggia-parco-ciani,l,"1935"
Schul- und Hochschulareal,pont-sous-terre,r,"786"
Schul- und Hochschulareal,maladaire,l,"68924"
Schul- und Hochschulareal,anarchy-beach,l,"60899"
Schul- und Hochschulareal,le-pierrier,l,"56052"
Schul- und Hochschulareal,bain-des-dames,l,"35971"
Schul- und Hochschulareal,baye-de-clarens,l,"57302"
Schul- und Hochschulareal,pierrier-sud,l,"28460"
Schul- und Hochschulareal,aare-limmatspitz,r,"1584"
Schul- und Hochschulareal,aare_brugg_buchie,r,"1584"
Schul- und Hochschulareal,zuerichsee_maennedorf_vanderkaadene,l,"9723"
Schul- und Hochschulareal,zurichsee_wollishofen_langendorfm,l,"18237"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"18237"
Schul- und Hochschulareal,sihl_zurich_himmelhebern,r,"18237"
Schul- und Hochschulareal,sihl_leimbach_kruegerm,r,"9015"
Schul- und Hochschulareal,baye-de-montreux-g,l,"1425"
Schul- und Hochschulareal,baye-de-montreux-d,l,"1425"
Schul- und Hochschulareal,rhein_basel,r,"377"
Schul- und Hochschulareal,toss_winterthur-2,r,"9985"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"1782"
Schul- und Hochschulareal,vidy-ruines,l,"3723"
Schul- und Hochschulareal,vidy,l,"3723"
Schul- und Hochschulareal,bern-fahrstrasse,r,"28511"
Schul- und Hochschulareal,aare_bern_scheurerk,r,"13550"
Schul- und Hochschulareal,aarezufluss_bern_scheurerk,r,"11682"
Schul- und Hochschulareal,jona_tann_nusslin,r,"447"
Schul- und Hochschulareal,route-13,r,"11491"
Schul- und Hochschulareal,maladaire,l,"8152"
Schul- und Hochschulareal,anarchy-beach,l,"8152"
Schul- und Hochschulareal,oyonne,l,"8152"
Schul- und Hochschulareal,bain-des-dames,l,"8152"
Schul- und Hochschulareal,le-port,l,"8152"
Schul- und Hochschulareal,ognonnaz-1,r,"8152"
Schul- und Hochschulareal,pont-sous-terre,r,"709"
Schul- und Hochschulareal,reuss_ottenbach_schoenenbergerl,r,"19636"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"3075"
Schul- und Hochschulareal,quai-maria-belgia,l,"4315"
Schul- und Hochschulareal,oyonne,l,"4315"
Schul- und Hochschulareal,arabie,l,"4315"
Schul- und Hochschulareal,veveyse,l,"4315"
Schul- und Hochschulareal,lorze_baar_blarere,r,"1205"
Schul- und Hochschulareal,greifensee_greifensee_simmenc,l,"34442"
Schul- und Hochschulareal,foce-del-cassarate,r,"3159"
Schul- und Hochschulareal,lido,l,"3159"
Schul- und Hochschulareal,spiaggia-parco-ciani,l,"3159"
Schul- und Hochschulareal,pont-sous-terre,r,"19658"
Schul- und Hochschulareal,foce-del-cassarate,r,"11632"
Schul- und Hochschulareal,lido,l,"11632"
Schul- und Hochschulareal,lugano-centro,l,"11632"
Schul- und Hochschulareal,spiaggia-parco-ciani,l,"11632"
Schul- und Hochschulareal,rolle-plage,l,"12871"
Schul- und Hochschulareal,zulg_steffisburg_schmassmanne,r,"4242"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"36139"
Schul- und Hochschulareal,birs_basel_laderachs,r,"31886"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"18064"
Schul- und Hochschulareal,birskopfli-rusco,r,"1052"
Schul- und Hochschulareal,birs_basel_grunern,r,"20676"
Schul- und Hochschulareal,rhein_basel,r,"36215"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"25732"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"5306"
Schul- und Hochschulareal,mullermatte,l,"11276"
Schul- und Hochschulareal,strandboden-biel,l,"11276"
Schul- und Hochschulareal,nidau-strand,l,"11276"
Schul- und Hochschulareal,zurcher-strand,l,"13759"
Schul- und Hochschulareal,zurichsee-feldeggstr-banningersand,l,"13759"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"13759"
Schul- und Hochschulareal,vidy,l,"1840"
Schul- und Hochschulareal,la-morges,l,"34566"
Schul- und Hochschulareal,via-brunari-spiaggia,r,"1583"
Schul- und Hochschulareal,via-mirasole-spiaggia,r,"1583"
Schul- und Hochschulareal,canale-saleggi,r,"1583"
Schul- und Hochschulareal,villa-barton,l,"1491"
Schul- und Hochschulareal,baby-plage-geneva,l,"1491"
Schul- und Hochschulareal,jardin-botanique,l,"1491"
Schul- und Hochschulareal,sihl_adliswil_oggi_fort,r,"6531"
Schul- und Hochschulareal,strandboden-biel,l,"778"
Schul- und Hochschulareal,mullermatte,l,"4627"
Schul- und Hochschulareal,strandboden-biel,l,"4627"
Schul- und Hochschulareal,strandboden-biel,l,"3119"
Schul- und Hochschulareal,aare-port,r,"19370"
Schul- und Hochschulareal,brugg-be-buren-bsg-standort,r,"19370"
Schul- und Hochschulareal,aare_post,r,"19370"
Schul- und Hochschulareal,pont-sous-terre,r,"535"
Schul- und Hochschulareal,oberi-chlihochstetten,r,"24358"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"18505"
Schul- und Hochschulareal,sihl_leimbach_kruegerm,r,"18505"
Schul- und Hochschulareal,aare_suhrespitz_badert,r,"16621"
Schul- und Hochschulareal,arve_carouge_battistellak,r,"12091"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"13131"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"1355"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"1355"
Schul- und Hochschulareal,birskopfli-rusco,r,"1355"
Schul- und Hochschulareal,rhein_basel,r,"1355"
Schul- und Hochschulareal,aare_suhrespitz_badert,r,"4862"
Schul- und Hochschulareal,thun-strandbad,l,"14907"
Schul- und Hochschulareal,mols-rocks,l,"2463"
Schul- und Hochschulareal,glatt_oerlikon_covosn,r,"1867"
Schul- und Hochschulareal,zuerichsee_zurich_kullg,l,"2027"
Schul- und Hochschulareal,zurichsee_kusnachterhorn_thirkell-whitej,l,"1419"
Schul- und Hochschulareal,kusnachter-dorfbach-tobelweg-1-4,r,"1419"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"992"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"992"
Schul- und Hochschulareal,lugano-centro,l,"14540"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"981"
Schul- und Hochschulareal,toss_kollbrunn_burgid,r,"1414"
Schul- und Hochschulareal,sorne_birse_wwfjura,r,"14342"
Schul- und Hochschulareal,zurichsee_wollishofen_langendorfm,l,"9051"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"9051"
Schul- und Hochschulareal,sihl_zurich_himmelhebern,r,"9051"
Schul- und Hochschulareal,aare_koniz_hoppej,r,"2011"
Schul- und Hochschulareal,bern-tiergarten,r,"2011"
Schul- und Hochschulareal,aare_elfenau_cataldiv,r,"1542"
Schul- und Hochschulareal,schusspark-strand,r,"21291"
Schul- und Hochschulareal,toss_winterthur-2,r,"1942"
Schul- und Hochschulareal,zurichsee-feldeggstr-banningersand,l,"568"
Schul- und Hochschulareal,limmat_zuerich_suterdglauserp,r,"15743"
Schul- und Hochschulareal,reuss_stkarli_linigersimhofy,r,"404"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"17453"
Schul- und Hochschulareal,sihl_zurich_himmelhebern,r,"17453"
Schul- und Hochschulareal,sihl_leimbach_kruegerm,r,"17453"
Schul- und Hochschulareal,foce-del-cassarate,r,"4114"
Schul- und Hochschulareal,lido,l,"4114"
Schul- und Hochschulareal,lugano-centro,l,"4114"
Schul- und Hochschulareal,spiaggia-parco-ciani,l,"4114"
Schul- und Hochschulareal,grand-clos,l,"7574"
Schul- und Hochschulareal,baye-de-montreux-g,l,"3642"
Schul- und Hochschulareal,baye-de-montreux-d,l,"3642"
Schul- und Hochschulareal,strandboden-biel,l,"442"
Schul- und Hochschulareal,nidau-strand,l,"442"
Schul- und Hochschulareal,pont-sous-terre,r,"293"
Schul- und Hochschulareal,pont-sous-terre,r,"1277"
Schul- und Hochschulareal,reuss_stkarli_linigersimhofy,r,"9452"
Schul- und Hochschulareal,baby-plage-ii-geneve,l,"2207"
Schul- und Hochschulareal,rocky-plage,l,"4531"
Schul- und Hochschulareal,rhein_basel,r,"594"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"1563"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"712"
Schul- und Hochschulareal,limmat_zuerich_suterdglauserp,r,"4200"
Schul- und Hochschulareal,zurichsee_kusnachterhorn_thirkell-whitej,l,"8688"
Schul- und Hochschulareal,kusnachter-dorfbach-tobelweg-1-4,r,"8688"
Schul- und Hochschulareal,baby-plage-geneva,l,"553"
Schul- und Hochschulareal,baby-plage-ii-geneve,l,"553"
Schul- und Hochschulareal,rocky-plage,l,"553"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"11195"
Schul- und Hochschulareal,lugano-centro,l,"5519"
Schul- und Hochschulareal,spiaggia-parco-ciani,l,"1697"
Schul- und Hochschulareal,schutzenmatte,r,"536"
Schul- und Hochschulareal,aare_koniz_hoppej,r,"5728"
Schul- und Hochschulareal,bern-tiergarten,r,"5728"
Schul- und Hochschulareal,aare_elfenau_cataldiv,r,"5728"
Schul- und Hochschulareal,limmat_zuerich_wagnerc,r,"10615"
Schul- und Hochschulareal,limmat_zurich_mortensena_meiera,r,"10615"
Schul- und Hochschulareal,limmat_zuerich_jansena,r,"10615"
Schul- und Hochschulareal,limmat_zuerich_suterdglauserp,r,"13200"
Schul- und Hochschulareal,les-vieux-ronquoz,r,"30207"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"899"
Schul- und Hochschulareal,aare_koniz_hoppej,r,"1491"
Schul- und Hochschulareal,bern-tiergarten,r,"1491"
Schul- und Hochschulareal,chriesbach_duebendorf_schneidera,r,"20401"
Schul- und Hochschulareal,bern-tiergarten,r,"344"
Schul- und Hochschulareal,maladaire,l,"6489"
Schul- und Hochschulareal,le-pierrier,l,"6489"
Schul- und Hochschulareal,baye-de-clarens,l,"6489"
Schul- und Hochschulareal,pierrier-sud,l,"6489"
Schul- und Hochschulareal,pont-sous-terre,r,"2127"
Schul- und Hochschulareal,route-13,r,"9081"
Schul- und Hochschulareal,birs_reinach_dinuccin,r,"15019"
Schul- und Hochschulareal,mullermatte,l,"9582"
Schul- und Hochschulareal,strandboden-biel,l,"9582"
Schul- und Hochschulareal,nidau-strand,l,"9582"
Schul- und Hochschulareal,sense_torishaus_g-cubes,r,"33148"
Schul- und Hochschulareal,les-vieux-ronquoz,r,"952"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"4027"
Schul- und Hochschulareal,baby-plage-geneva,l,"589"
Schul- und Hochschulareal,bern-tiergarten,r,"8743"
Schul- und Hochschulareal,evole-plage,l,"5761"
Schul- und Hochschulareal,evole-plage,l,"3120"
Schul- und Hochschulareal,glatt_oerlikon_covosn,r,"519"
Schul- und Hochschulareal,untertenzen,l,"5881"
Schul- und Hochschulareal,limmat_zuerich_wagnerc,r,"25110"
Schul- und Hochschulareal,limmat_zurich_mortensena_meiera,r,"25110"
Schul- und Hochschulareal,limmat_zuerich_jansena,r,"25110"
Schul- und Hochschulareal,vierwaldstattersee_weggis_schoberls_1,l,"2937"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"626"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"194"
Schul- und Hochschulareal,aare_koniz_hoppej,r,"2537"
Schul- und Hochschulareal,bern-tiergarten,r,"2188"
Schul- und Hochschulareal,aare_elfenau_cataldiv,r,"2537"
Schul- und Hochschulareal,maladaire,l,"1702"
Schul- und Hochschulareal,le-pierrier,l,"1702"
Schul- und Hochschulareal,baye-de-clarens,l,"1702"
Schul- und Hochschulareal,pierrier-sud,l,"1702"
Schul- und Hochschulareal,aare_suhrespitz_badert,r,"3501"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"1360"
Schul- und Hochschulareal,aare_suhrespitz_badert,r,"25286"
Schul- und Hochschulareal,route-13,r,"2695"
Schul- und Hochschulareal,zurichsee-feldeggstr-banningersand,l,"12483"
Schul- und Hochschulareal,langete_langenthal_geiserm,r,"51672"
Schul- und Hochschulareal,emme_utzenstorf_gruttert,r,"2470"
Schul- und Hochschulareal,rhein_basel,r,"7747"
Schul- und Hochschulareal,vorderrhein_disentis_schmidn,r,"4489"
Schul- und Hochschulareal,mullermatte,l,"10639"
Schul- und Hochschulareal,strandboden-biel,l,"10639"
Schul- und Hochschulareal,nidau-strand,l,"10639"
Schul- und Hochschulareal,chriesbach_duebendorf_schneidera,r,"16548"
Schul- und Hochschulareal,golene-gudo,r,"5911"
Schul- und Hochschulareal,zurichsee_wollishofen_langendorfm,l,"12821"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"12821"
Schul- und Hochschulareal,sihl_zurich_himmelhebern,r,"12821"
Schul- und Hochschulareal,glatt_oerlikon_covosn,r,"7959"
Schul- und Hochschulareal,zurichsee_wollishofen_langendorfm,l,"2262"
Schul- und Hochschulareal,sihl_zuerich_eichenbergerd,r,"2262"
Schul- und Hochschulareal,sihl_zurich_himmelhebern,r,"2262"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"6792"
Schul- und Hochschulareal,greifensee_uster_fischerb_-2,l,"20378"
Schul- und Hochschulareal,greifensee_uster_fischerb_1,l,"20378"
Schul- und Hochschulareal,limmat_unterengstringen_oggierbuhrer,r,"7116"
Schul- und Hochschulareal,limmat_zuerich_wagnerc,r,"14863"
Schul- und Hochschulareal,limmat_zuerich_jansena,r,"2060"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"10519"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"4578"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"4578"
Schul- und Hochschulareal,zugerseecholler_cham_blarerm,l,"2682"
Schul- und Hochschulareal,schusspark-strand,r,"4757"
Schul- und Hochschulareal,vidy,l,"300"
Schul- und Hochschulareal,kusnachter-dorfbach-tobelweg-1-4,r,"404"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"2934"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"16695"
Schul- und Hochschulareal,rhein_basel,r,"590"
Schul- und Hochschulareal,aare_koniz_hoppej,r,"12066"
Schul- und Hochschulareal,bern-tiergarten,r,"12066"
Schul- und Hochschulareal,aare_elfenau_cataldiv,r,"10119"
Schul- und Hochschulareal,les-vieux-ronquoz,r,"1994"
Schul- und Hochschulareal,arve_carouge_battistellak,r,"2401"
Schul- und Hochschulareal,villa-barton,l,"21485"
Schul- und Hochschulareal,jardin-botanique,l,"21485"
Schul- und Hochschulareal,thur_schwarzenbach_meiliw,r,"79"
Schul- und Hochschulareal,versoix,l,"20794"
Schul- und Hochschulareal,preverenges,l,"4781"
Schul- und Hochschulareal,la-morges,l,"6757"
Schul- und Hochschulareal,la-morges,l,"2219"
Schul- und Hochschulareal,la-morges,l,"6332"
Schul- und Hochschulareal,tolochenaz,l,"3985"
Schul- und Hochschulareal,la-morges,l,"3985"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"20085"
Schul- und Hochschulareal,pfafikon-bad,l,"1610"
Schul- und Hochschulareal,limmat_zuerich_suterdglauserp,r,"2414"
Schul- und Hochschulareal,sihl_zuerich_eggerskoehlingera,r,"2284"
Schul- und Hochschulareal,sihl_zuerich_scherfs,r,"2284"
Schul- und Hochschulareal,via-brunari-spiaggia,r,"15934"
Schul- und Hochschulareal,via-mirasole-spiaggia,r,"15934"
Schul- und Hochschulareal,canale-saleggi,r,"15934"
Schul- und Hochschulareal,birs_reinach_dinuccin,r,"21133"
Schul- und Hochschulareal,birs_reinach_dinuccin,r,"6485"
Schul- und Hochschulareal,birs_reinach_dinuccin,r,"13708"
Schul- und Hochschulareal,birs_reinach_dinuccin,r,"14"
Schul- und Hochschulareal,sorne_birse_wwfjura,r,"1725"
Schul- und Hochschulareal,emme_biberist_jennim,r,"8143"
Schul- und Hochschulareal,emme_biberist_jennim,r,"1344"
Schul- und Hochschulareal,emme_biberist_jennim,r,"1621"
Schul- und Hochschulareal,aare_solothurn_nguyena,r,"6857"
Schul- und Hochschulareal,aare_solothurn_nguyena,r,"105"
Schul- und Hochschulareal,aare-solothurn-lido-strand,r,"20065"
Schul- und Hochschulareal,aare_solothurn_nguyena,r,"20065"
Schul- und Hochschulareal,schusspark-strand,r,"10710"
Schul- und Hochschulareal,schusspark-strand,r,"24060"
Schul- und Hochschulareal,schusspark-strand,r,"15891"
Schul- und Hochschulareal,strandboden-biel,l,"219"
Schul- und Hochschulareal,mullermatte,l,"3511"
Schul- und Hochschulareal,strandboden-biel,l,"3511"
Schul- und Hochschulareal,nidau-strand,l,"3511"
Schul- und Hochschulareal,strandboden-biel,l,"3257"
Schul- und Hochschulareal,schusspark-strand,r,"45686"
Schul- und Hochschulareal,strandboden-biel,l,"12556"
Schul- und Hochschulareal,nidau-strand,l,"12556"
Schul- und Hochschulareal,aare-port,r,"3295"
Schul- und Hochschulareal,brugg-be-buren-bsg-standort,r,"3295"
Schul- und Hochschulareal,aare_post,r,"3295"
Schul- und Hochschulareal,schusspark-strand,r,"24614"
Schul- und Hochschulareal,mullermatte,l,"954"
Schul- und Hochschulareal,strandboden-biel,l,"954"
Schul- und Hochschulareal,nidau-strand,l,"954"
Schul- und Hochschulareal,mullermatte,l,"3153"
Schul- und Hochschulareal,strandboden-biel,l,"28384"
Schul- und Hochschulareal,nidau-strand,l,"28384"
Schul- und Hochschulareal,schutzenmatte,r,"2796"
Schul- und Hochschulareal,schutzenmatte,r,"11635"
Schul- und Hochschulareal,schutzenmatte,r,"6103"
Schul- und Hochschulareal,rhein_domatems_foppa_f,r,"4379"
Schul- und Hochschulareal,urnaesch_urnaesch_meierr,r,"1485"
Schul- und Hochschulareal,urnaesch_urnaesch_meierr,r,"1126"
Schul- und Hochschulareal,sitter_stgallen_jennya,r,"7869"
Schul- und Hochschulareal,murg_waengi_strickerr,r,"10923"
Schul- und Hochschulareal,murg_waengi_strickerr,r,"9060"
Schul- und Hochschulareal,murg_waengi_strickerr,r,"4546"
Schul- und Hochschulareal,bodensee_steinach_dolder_a,l,"14674"
Schul- und Hochschulareal,bodensee_arbon_moslis,l,"1284"
Schul- und Hochschulareal,bodensee_steinach_dolder_a,l,"1284"
Schul- und Hochschulareal,sitter_stgallen_jennya,r,"1058"
Schul- und Hochschulareal,sitter_gaiserwald_buehlerf,r,"13780"
Schul- und Hochschulareal,goldach_goldach_schlachterj,r,"9464"
Schul- und Hochschulareal,goldach_goldach_schlachterj,r,"3921"
Schul- und Hochschulareal,goldach_goldach_schlachterj,r,"7076"
Schul- und Hochschulareal,bodensee_thal_schlachterj_1,l,"2781"
Schul- und Hochschulareal,bodensee_altenrhein_caluoria,l,"2781"
Schul- und Hochschulareal,bodensee_steinach_dolder_a,l,"16253"
Schul- und Hochschulareal,bodensee_arbon_moslis,l,"4748"
Schul- und Hochschulareal,bodensee_steinach_dolder_a,l,"4748"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"29058"
Schul- und Hochschulareal,birs_basel_laderachs,r,"29058"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"29058"
Schul- und Hochschulareal,birskopfli-rusco,r,"29058"
Schul- und Hochschulareal,birs_basel_grunern,r,"29058"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"13265"
Schul- und Hochschulareal,birs_basel_laderachs,r,"13265"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"13265"
Schul- und Hochschulareal,birskopfli-rusco,r,"13265"
Schul- und Hochschulareal,birs_basel_grunern,r,"13265"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"15793"
Schul- und Hochschulareal,birs_basel_laderachs,r,"15793"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"15793"
Schul- und Hochschulareal,birskopfli-rusco,r,"15793"
Schul- und Hochschulareal,birs_basel_grunern,r,"15793"
Schul- und Hochschulareal,rhein_basel,r,"15793"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"3018"
Schul- und Hochschulareal,birs_basel_laderachs,r,"320"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"3018"
Schul- und Hochschulareal,birskopfli-rusco,r,"3018"
Schul- und Hochschulareal,birs_basel_grunern,r,"3018"
Schul- und Hochschulareal,rhein_basel,r,"3018"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"720"
Schul- und Hochschulareal,rhein_basel,r,"1193"
Schul- und Hochschulareal,rhein_basel,r,"2142"
Schul- und Hochschulareal,rhein_basel,r,"2681"
Schul- und Hochschulareal,rhein_basel,r,"1292"
Schul- und Hochschulareal,rhein_basel,r,"2214"
Schul- und Hochschulareal,rhein_basel,r,"1589"
Schul- und Hochschulareal,rhein_basel,r,"1570"
Schul- und Hochschulareal,rhein_basel,r,"10207"
Schul- und Hochschulareal,rhein_basel,r,"72"
Schul- und Hochschulareal,rhein_basel,r,"1050"
Schul- und Hochschulareal,rhein_basel,r,"8924"
Schul- und Hochschulareal,rhein_basel,r,"11878"
Schul- und Hochschulareal,rhein_basel,r,"2114"
Schul- und Hochschulareal,rhein_basel,r,"1666"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"2331"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"2331"
Schul- und Hochschulareal,rhein_basel,r,"2331"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"7365"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"7365"
Schul- und Hochschulareal,birskopfli-rusco,r,"7365"
Schul- und Hochschulareal,rhein_basel,r,"7365"
Schul- und Hochschulareal,birs_basel_laderachs,r,"4533"
Schul- und Hochschulareal,birskopfli-rusco,r,"4533"
Schul- und Hochschulareal,birs_basel_grunern,r,"4533"
Schul- und Hochschulareal,rhein_basel_hungerbuehlern,r,"7465"
Schul- und Hochschulareal,rhein-beach-tinguely,r,"30865"
Schul- und Hochschulareal,birskopfli-rusco,r,"31899"
Schul- und Hochschulareal,rhein_basel,r,"6657"
Schul- und Hochschulareal,rhein_basel,r,"1187"
Schul- und Hochschulareal,aare_suhrespitz_badert,r,"4382"
Schul- und Hochschulareal,langete_langenthal_geiserm,r,"28729"
Schul- und Hochschulareal,grendelbach_effretikon_dambonec,r,"29860"
Schul- und Hochschulareal,grendelbach_effretikon_dambonec,r,"843"
Schul- und Hochschulareal,toss_kollbrunn_burgid,r,"9417"
Schul- und Hochschulareal,quai-maria-belgia,l,"4163"
Schul- und Hochschulareal,arabie,l,"4163"
Schul- und Hochschulareal,veveyse,l,"4163"
Schul- und Hochschulareal,sitter_gaiserwald_buehlerf,r,"11529"
Schul- und Hochschulareal,sitter_stgallen_jennya,r,"20441"
Schul- und Hochschulareal,sitter_gaiserwald_buehlerf,r,"10507"
Schul- und Hochschulareal,sitter_stgallen_jennya,r,"10798"
Schul- und Hochschulareal,sitter_gaiserwald_buehlerf,r,"6792"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"7400"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"6541"
Schul- und Hochschulareal,sitter_gaiserwald_buehlerf,r,"9168"
Schul- und Hochschulareal,sitter_stgallen_steinbrunnerf,r,"9168"
Schul- und Hochschulareal,les-vieux-ronquoz,r,"12444"
Schul- und Hochschulareal,cully-plage,l,"7392"
Schul- und Hochschulareal,parc-des-pierrettes,l,"13663"
Schul- und Hochschulareal,plage-de-st-sulpice,l,"15212"
Schul- und Hochschulareal,tiger-duck-beach,l,"988"
Schul- und Hochschulareal,vidy-ruines,l,"988"
Schul- und Hochschulareal,plage-de-dorigny,l,"988"
Schul- und Hochschulareal,vidy,l,"988"
Schul- und Hochschulareal,lacleman_vidy_santie,l,"988"
Schul- und Hochschulareal,katzensee_regensdorfzuerichaffoltern_stueberj,l,"4092"
Schul- und Hochschulareal,zugersee_immensee_guedesd,l,"4851"
Schul- und Hochschulareal,pfafikon-bad,l,"10892"
Schul- und Hochschulareal,pfafikon-bad,l,"8625"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"4228"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"4228"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"6557"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"198"
Schul- und Hochschulareal,pfafikon-bad,l,"10019"
Schul- und Hochschulareal,pfafikon-bad,l,"5832"
Schul- und Hochschulareal,rastplatz-stampf,l,"27908"
Schul- und Hochschulareal,jona-river-rastplatz,r,"27908"
Schul- und Hochschulareal,strandbeiz,l,"27908"
Schul- und Hochschulareal,jona_tann_nusslin,r,"1395"
Schul- und Hochschulareal,jona_tann_nusslin,r,"6165"
Schul- und Hochschulareal,jona_tann_nusslin,r,"4071"
Schul- und Hochschulareal,jona_tann_nusslin,r,"4900"
Schul- und Hochschulareal,zuerichsee_staefa_hennm,l,"1160"
Schul- und Hochschulareal,rastplatz-stampf,l,"14386"
Schul- und Hochschulareal,jona-river-rastplatz,r,"16914"
Schul- und Hochschulareal,strandbeiz,l,"16914"
Schul- und Hochschulareal,zuerichsee_maennedorf_vanderkaadene,l,"4470"
Schul- und Hochschulareal,zuerichsee_maennedorf_vanderkaadene,l,"17872"
Schul- und Hochschulareal,rastplatz-stampf,l,"9520"
Schul- und Hochschulareal,jona-river-rastplatz,r,"9520"
Schul- und Hochschulareal,strandbeiz,l,"9520"
Schul- und Hochschulareal,jona_tann_nusslin,r,"4333"
Schul- und Hochschulareal,jona_tann_nusslin,r,"4923"
Schul- und Hochschulareal,jona_tann_nusslin,r,"6152"
Schul- und Hochschulareal,zuerichsee_staefa_hennm,l,"15754"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"7679"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"20109"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"20109"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"8589"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"8589"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"62218"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"65882"
Schul- und Hochschulareal,zuerichsee_richterswil_benkoem_2,l,"5004"
Schul- und Hochschulareal,zuerichsee_waedenswil_colomboc_1,l,"5004"
Schul- und Hochschulareal,chriesbach_duebendorf_schneidera,r,"12000"
Schul- und Hochschulareal,chriesbach_duebendorf_schneidera,r,"35534"
Schul- und Hochschulareal,chriesbach_duebendorf_schneidera,r,"7418"
Schul- und Hochschulareal,greifensee_uster_fischerb_-2,l,"10543"
Schul- und Hochschulareal,greifensee_uster_fischerb_1,l,"11420"
Schul- und Hochschulareal,greifensee_uster_fischerb_-2,l,"14337"
Schul- und Hochschulareal,greifensee_uster_fischerb_1,l,"14337"
Schul- und Hochschulareal,greifensee_greifensee_simmenc,l,"3617"
Schul- und Hochschulareal,zurcher-strand,l,"1842"
Schul- und Hochschulareal,zuerichsee_zurich_kullg,l,"1842"
Schul- und Hochschulareal,zurichsee-feldeggstr-banningersand,l,"1842"
