OBJVAL,slug,feature_ty,length
HauptStrAB6,la-pecherie,l,"2965"
HauptStrAB4,limmat_zuerich_jansena,r,"120"
HauptStrAB4,limmat_zuerich_jansena,r,"353"
HauptStrAB4,limmat_zuerich_jansena,r,"2248"
HauptStrAB4,limmat_zuerich_jansena,r,"2116"
VerbindStr4,rhein_hemishofen_stolll,r,"1420"
VerbindStr4,aabach,l,"658"
Autob_Ri,glatt_oerlikon_covosn,r,"667"
Autob_Ri,glatt_oerlikon_covosn,r,"927"
Autob_Ri,glatt_oerlikon_covosn,r,"488"
Autob_Ri,glatt_oerlikon_covosn,r,"467"
VerbindStr6,limmat_zuerich_wagnerc,r,"850"
VerbindStr6,limmat_zuerich_wagnerc,r,"1688"
VerbindStr6,limmat_zuerich_wagnerc,r,"400"
VerbindStr6,limmat_zuerich_wagnerc,r,"923"
VerbindStr6,limmat_zuerich_wagnerc,r,"587"
VerbindStr6,limmat_zuerich_wagnerc,r,"96"
VerbindStr6,limmat_zuerich_wagnerc,r,"1575"
VerbindStr6,limmat_zuerich_wagnerc,r,"1772"
Fussweg,urnaesch_urnaesch_meierr,r,"2334"
VerbindStr6,flibach-river-right-bank,l,"600"
VerbindStr6,flibach-river-right-bank,l,"1019"
VerbindStr6,flibach-river-right-bank,l,"2451"
NebenStr3,bern-tiergarten,r,"492"
NebenStr3,bern-tiergarten,r,"1190"
NebenStr3,bern-tiergarten,r,"810"
NebenStr3,bern-tiergarten,r,"1935"
NebenStr3,bern-tiergarten,r,"168"
NebenStr3,bern-tiergarten,r,"197"
NebenStr3,bern-tiergarten,r,"109"
NebenStr3,bern-tiergarten,r,"671"
NebenStr3,bern-tiergarten,r,"843"
NebenStr3,bern-tiergarten,r,"29"
NebenStr3,bern-tiergarten,r,"437"
NebenStr3,bern-tiergarten,r,"270"
NebenStr3,bern-tiergarten,r,"753"
NebenStr3,bern-tiergarten,r,"780"
NebenStr3,bern-tiergarten,r,"500"
NebenStr3,bern-tiergarten,r,"294"
NebenStr3,bern-tiergarten,r,"653"
NebenStr3,bern-tiergarten,r,"54"
NebenStr3,bern-tiergarten,r,"539"
NebenStr3,bern-tiergarten,r,"451"
NebenStr3,bern-tiergarten,r,"660"
VerbindStr6,plage-de-st-sulpice,l,"1375"
NebenStr3,impromptu_cudrefin,l,"522"
HauptStrAB6,la-morges,l,"1028"
HauptStrAB6,la-morges,l,"1477"
HauptStrAB6,la-morges,l,"490"
HauptStrAB6,la-morges,l,"490"
HauptStrAB6,la-morges,l,"543"
HauptStrAB6,la-morges,l,"576"
HauptStrAB6,la-morges,l,"179"
HauptStrAB6,la-morges,l,"603"
Autobahn,flibach-river-right-bank,l,"1126"
Fahrstraes,wycheley,l,"15"
Fahrstraes,wycheley,l,"562"
Fahrstraes,wycheley,l,"798"
HauptStrAB6,camp-des-peches,l,"2885"
Autobahn,murg-bad,l,"2501"
NebenStr3,rhein_basel_hungerbuehlern,r,"132"
NebenStr3,rhein_basel_hungerbuehlern,r,"129"
NebenStr3,rhein_basel_hungerbuehlern,r,"136"
NebenStr3,rhein_basel_hungerbuehlern,r,"41"
NebenStr3,rhein_basel_hungerbuehlern,r,"231"
NebenStr3,rhein_basel_hungerbuehlern,r,"52"
NebenStr3,rhein_basel_hungerbuehlern,r,"304"
NebenStr3,rhein_basel_hungerbuehlern,r,"313"
NebenStr3,rhein_basel_hungerbuehlern,r,"201"
NebenStr3,rhein_basel_hungerbuehlern,r,"250"
NebenStr3,rhein_basel_hungerbuehlern,r,"1189"
NebenStr3,rhein_basel_hungerbuehlern,r,"386"
NebenStr3,rhein_basel_hungerbuehlern,r,"271"
NebenStr3,rhein_basel_hungerbuehlern,r,"1187"
NebenStr3,rhein_basel_hungerbuehlern,r,"1995"
NebenStr3,rhein_basel_hungerbuehlern,r,"1310"
NebenStr3,rhein_basel_hungerbuehlern,r,"828"
NebenStr3,rhein_basel_hungerbuehlern,r,"380"
Autostr,sihl_zuerich_scherfs,r,"55"
NebenStr3,rhein_hemishofen_stolll,r,"989"
Fahrstraes,jardin-botanique,l,"980"
HauptStrAB4,sihl_leimbach_kruegerm,r,"212"
HauptStrAB6,limmat_unterengstringen_oggierbuhrer,r,"630"
HauptStrAB6,limmat_unterengstringen_oggierbuhrer,r,"520"
HauptStrAB6,limmat_unterengstringen_oggierbuhrer,r,"1834"
NebenStr3,aare_suhrespitz_badert,r,"859"
NebenStr3,aare_suhrespitz_badert,r,"1099"
NebenStr3,aare_suhrespitz_badert,r,"179"
NebenStr3,aare_suhrespitz_badert,r,"64"
NebenStr3,aare_suhrespitz_badert,r,"434"
NebenStr3,aare_suhrespitz_badert,r,"452"
Fussweg,aare_rupperswil_badert,r,"1525"
NebenStr3,veveyse,l,"1133"
NebenStr3,veveyse,l,"443"
NebenStr3,veveyse,l,"1210"
NebenStr3,veveyse,l,"1297"
NebenStr3,veveyse,l,"225"
NebenStr3,veveyse,l,"413"
NebenStr3,veveyse,l,"494"
NebenStr3,veveyse,l,"182"
NebenStr3,veveyse,l,"471"
NebenStr3,veveyse,l,"1131"
NebenStr3,spackmatt,r,"1424"
NebenStr3,spackmatt,r,"692"
NebenStr3,spackmatt,r,"1060"
NebenStr3,spackmatt,r,"1147"
NebenStr3,spackmatt,r,"861"
NebenStr3,spackmatt,r,"1024"
NebenStr3,spackmatt,r,"322"
NebenStr3,spackmatt,r,"532"
HauptStrAB6,sihl_zuerich_scherfs,r,"1759"
HauptStrAB6,sihl_zuerich_scherfs,r,"934"
HauptStrAB6,sihl_zuerich_scherfs,r,"919"
HauptStrAB6,sihl_zuerich_scherfs,r,"417"
HauptStrAB6,sihl_zuerich_scherfs,r,"963"
HauptStrAB6,sihl_zuerich_scherfs,r,"1970"
HauptStrAB6,sihl_zuerich_scherfs,r,"540"
HauptStrAB6,sihl_zuerich_scherfs,r,"234"
HauptStrAB6,sihl_zuerich_scherfs,r,"307"
HauptStrAB6,sihl_zuerich_scherfs,r,"172"
HauptStrAB6,sihl_zuerich_scherfs,r,"1201"
HauptStrAB6,sihl_zuerich_scherfs,r,"199"
VerbindStr4,brugg-be-buren-bsg-standort,r,"255"
VerbindStr4,brugg-be-buren-bsg-standort,r,"1471"
VerbindStr4,brugg-be-buren-bsg-standort,r,"167"
HauptStrAB4,baby-plage-geneva,l,"424"
Fahrstraes,gals-reserve,l,"311"
Fahrstraes,gals-reserve,l,"2046"
Fahrstraes,gals-reserve,l,"681"
NebenStr3,sempachersee_sempach_tampec,l,"572"
NebenStr3,sempachersee_sempach_tampec,l,"429"
NebenStr3,sempachersee_sempach_tampec,l,"452"
NebenStr3,sempachersee_sempach_tampec,l,"619"
NebenStr3,sempachersee_sempach_tampec,l,"1596"
NebenStr3,sempachersee_sempach_tampec,l,"480"
VerbindStr4,luscherz-two,l,"1364"
VerbindStr6,delta-park,l,"1542"
Fahrstraes,nouvelle-plage,l,"233"
Fahrstraes,nouvelle-plage,l,"743"
Fahrstraes,nouvelle-plage,l,"734"
NebenStr3,villa-barton,l,"0"
NebenStr3,villa-barton,l,"383"
NebenStr3,villa-barton,l,"640"
NebenStr3,villa-barton,l,"435"
NebenStr3,villa-barton,l,"1153"
NebenStr3,villa-barton,l,"157"
NebenStr3,villa-barton,l,"239"
NebenStr3,villa-barton,l,"168"
NebenStr3,villa-barton,l,"260"
NebenStr3,villa-barton,l,"164"
NebenStr3,villa-barton,l,"216"
NebenStr3,villa-barton,l,"240"
NebenStr3,villa-barton,l,"143"
NebenStr3,villa-barton,l,"91"
NebenStr3,villa-barton,l,"176"
NebenStr3,villa-barton,l,"256"
NebenStr3,villa-barton,l,"211"
NebenStr3,villa-barton,l,"300"
NebenStr6,la-thiele_le-mujon_confluence,r,"64"
HauptStrAB6,sempachersee_sempach_tampec,l,"395"
Autobahn,sempachersee_sempach_tampec,l,"1622"
Fussweg,tiger-duck-beach,l,"2584"
Fussweg,tiger-duck-beach,l,"78"
Fussweg,tiger-duck-beach,l,"593"
Fussweg,tiger-duck-beach,l,"122"
Autobahn,linth_route9brucke,r,"376"
HauptStrAB6,chriesbach_duebendorf_schneidera,r,"385"
HauptStrAB6,chriesbach_duebendorf_schneidera,r,"1042"
HauptStrAB6,chriesbach_duebendorf_schneidera,r,"831"
HauptStrAB6,chriesbach_duebendorf_schneidera,r,"1357"
HauptStrAB6,chriesbach_duebendorf_schneidera,r,"95"
VerbindStr4,birskopfli-rusco,r,"1151"
Autobahn,seez,r,"2550"
Fahrstraes,mannewil,r,"476"
Fahrstraes,mannewil,r,"361"
Fahrstraes,mannewil,r,"389"
Fahrstraes,mannewil,r,"567"
Fahrstraes,mannewil,r,"973"
Fahrstraes,mannewil,r,"1350"
Fahrstraes,mannewil,r,"592"
Fahrstraes,mannewil,r,"499"
Fahrstraes,mannewil,r,"2213"
Fahrstraes,mannewil,r,"969"
HauptStrAB6,thun-strandbad,l,"89"
HauptStrAB6,thun-strandbad,l,"2535"
HauptStrAB4,sihl_zuerich_eichenbergerd,r,"127"
HauptStrAB6,nidau-strand,l,"1862"
HauptStrAB6,nidau-strand,l,"779"
HauptStrAB6,nidau-strand,l,"1365"
NebenStr6,greifensee_fallanden_meistery,l,"1339"
NebenStr6,greifensee_fallanden_meistery,l,"226"
Fahrstraes,murg_waengi_strickerr,r,"566"
Fahrstraes,preverenges-le-sout,l,"1209"
Fahrstraes,preverenges-le-sout,l,"299"
Fahrstraes,preverenges-le-sout,l,"535"
Fahrstraes,preverenges-le-sout,l,"650"
Autobahn,zugerseecholler_cham_blarerm,l,"1454"
NebenStr6,zurichsee_kusnachterhorn_thirkell-whitej,l,"1044"
NebenStr6,zurichsee_kusnachterhorn_thirkell-whitej,l,"932"
NebenStr6,zurichsee_kusnachterhorn_thirkell-whitej,l,"1242"
VerbindStr4,tiger-duck-beach,l,"222"
VerbindStr4,tiger-duck-beach,l,"1135"
NebenStr3,birs_reinach_dinuccin,r,"1872"
NebenStr3,birs_reinach_dinuccin,r,"1837"
NebenStr3,birs_reinach_dinuccin,r,"540"
NebenStr3,birs_reinach_dinuccin,r,"89"
NebenStr3,birs_reinach_dinuccin,r,"236"
NebenStr3,birs_reinach_dinuccin,r,"645"
NebenStr3,birs_reinach_dinuccin,r,"38"
Autobahn,aare_suhrespitz_badert,r,"1392"
Autob_Ri,birs_basel_laderachs,r,"2156"
Fahrstraes,jona_tann_nusslin,r,"2128"
Fahrstraes,la-tzoumaz,p,"178"
Fahrstraes,la-tzoumaz,p,"920"
Fahrstraes,la-tzoumaz,p,"1240"
Fahrstraes,la-tzoumaz,p,"274"
Fahrstraes,la-tzoumaz,p,"547"
Fahrstraes,la-tzoumaz,p,"184"
HauptStrAB4,evole-plage,l,"983"
HauptStrAB4,evole-plage,l,"359"
HauptStrAB4,aare_post,r,"944"
VerbindStr4,parc-des-pierrettes,l,"67"
HauptStrAB6,augustmutzenbergstrandweg,l,"114"
HauptStrAB6,augustmutzenbergstrandweg,l,"2929"
NebenStr3,ognonnaz-1,r,"413"
NebenStr3,ognonnaz-1,r,"499"
NebenStr3,ognonnaz-1,r,"494"
NebenStr3,ognonnaz-1,r,"182"
NebenStr3,ognonnaz-1,r,"471"
NebenStr3,ognonnaz-1,r,"1600"
NebenStr3,ognonnaz-1,r,"764"
NebenStr3,ognonnaz-1,r,"1291"
NebenStr3,ognonnaz-1,r,"155"
NebenStr3,ognonnaz-1,r,"1352"
NebenStr3,bodensee_thal_schlachterj_1,l,"1057"
NebenStr3,bodensee_thal_schlachterj_1,l,"807"
NebenStr3,bodensee_thal_schlachterj_1,l,"203"
NebenStr3,bodensee_thal_schlachterj_1,l,"732"
NebenStr3,bodensee_thal_schlachterj_1,l,"961"
NebenStr3,bodensee_thal_schlachterj_1,l,"1484"
VerbindStr4,glatt_oerlikon_covosn,r,"1113"
VerbindStr4,glatt_oerlikon_covosn,r,"782"
VerbindStr4,glatt_oerlikon_covosn,r,"595"
HauptStrAB4,la-morges,l,"749"
HauptStrAB4,la-morges,l,"170"
Fahrstraes,la-thiele_le-mujon_confluence,r,"645"
Fahrstraes,la-thiele_le-mujon_confluence,r,"727"
Fahrstraes,la-thiele_le-mujon_confluence,r,"604"
Fahrstraes,la-thiele_le-mujon_confluence,r,"806"
Fahrstraes,la-thiele_le-mujon_confluence,r,"1253"
Autobahn,glatt_oerlikon_covosn,r,"942"
Autobahn,glatt_oerlikon_covosn,r,"1065"
Autobahn,glatt_oerlikon_covosn,r,"158"
NebenStr3,val-calanca,p,"3122"
Autobahn,via-brunari-spiaggia,r,"3035"
Autobahn,limmat_unterengstringen_oggierbuhrer,r,"3088"
Autobahn,limmat_unterengstringen_oggierbuhrer,r,"1877"
VerbindStr6,emme_utzenstorf_gruttert,r,"3608"
Autostr,aare_bern_scheurerk,r,"330"
HauptStrAB6,birs_basel_grunern,r,"945"
HauptStrAB6,birs_basel_grunern,r,"156"
HauptStrAB6,birs_basel_grunern,r,"295"
HauptStrAB6,birs_basel_grunern,r,"953"
HauptStrAB6,birs_basel_grunern,r,"246"
HauptStrAB6,birs_basel_grunern,r,"1549"
HauptStrAB6,birs_basel_grunern,r,"674"
HauptStrAB6,birs_basel_grunern,r,"342"
HauptStrAB6,birs_basel_grunern,r,"584"
HauptStrAB6,birs_basel_grunern,r,"808"
HauptStrAB6,birs_basel_grunern,r,"804"
HauptStrAB6,birs_basel_grunern,r,"1756"
HauptStrAB6,birs_basel_grunern,r,"1342"
Fahrstraes,weissenau-neuhaus,l,"425"
Fussweg,lacleman_gland_lecoanets,l,"541"
Fussweg,lacleman_gland_lecoanets,l,"3642"
HauptStrAB6,plage-de-serriere,l,"2888"
HauptStrAB6,plage-de-serriere,l,"1088"
HauptStrAB6,plage-de-serriere,l,"1213"
HauptStrAB6,plage-de-serriere,l,"486"
HauptStrAB6,vidy-ruines,l,"3102"
VerbindStr6,zurichsee_wollishofen_langendorfm,l,"361"
Autobahn,lavey-les-bains,r,"3045"
Fahrstraes,aare-solothurn-lido-strand,r,"3251"
Fahrstraes,aare-solothurn-lido-strand,r,"2220"
Fahrstraes,aare-solothurn-lido-strand,r,"1345"
HauptStrAB6,la-thiele_le-mujon_confluence,r,"2911"
HauptStrAB6,tolochenaz,l,"2621"
HauptStrAB6,tolochenaz,l,"1028"
HauptStrAB6,tolochenaz,l,"455"
Fahrstraes,vidy,l,"2079"
NebenStr3,glatt_oerlikon_covosn,r,"271"
NebenStr3,glatt_oerlikon_covosn,r,"101"
NebenStr3,glatt_oerlikon_covosn,r,"22"
NebenStr3,glatt_oerlikon_covosn,r,"1023"
NebenStr3,glatt_oerlikon_covosn,r,"300"
HauptStrAB6,toss_kollbrunn_burgid,r,"3656"
Autobahn,plage-de-serriere,l,"2625"
Autobahn,plage-de-serriere,l,"1492"
Autobahn,plage-de-serriere,l,"628"
VerbindStr6,aare_bern_scheurerk,r,"1980"
VerbindStr6,aare_bern_scheurerk,r,"320"
Autobahn,pfaffner_rothrist_ischik,r,"1814"
Autob_Ri,linth_mollis,r,"1507"
HauptStrAB6,bern-tiergarten,r,"2387"
HauptStrAB6,bern-tiergarten,r,"32"
HauptStrAB6,bern-tiergarten,r,"204"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"905"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"1717"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"220"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"632"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"187"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"452"
NebenStr3,sitter_stgallen_steinbrunnerf,r,"363"
NebenStr6,aare_solothurn_nguyena,r,"107"
NebenStr3,aare_post,r,"233"
NebenStr3,aare_post,r,"305"
NebenStr3,aare_post,r,"151"
NebenStr3,aare_post,r,"341"
NebenStr3,aare_post,r,"728"
NebenStr3,aare_post,r,"120"
Fahrstraes,aare-limmatspitz,r,"934"
VerbindStr6,tschilljus,r,"3045"
HauptStrAB6,camping-gwatt-strand,l,"3432"
NebenStr3,san-nazzaro-gambarogno,l,"3168"
NebenStr3,san-nazzaro-gambarogno,l,"2422"
NebenStr3,san-nazzaro-gambarogno,l,"472"
Fahrstraes,sentiero-giro-del-golf-spiaggia,l,"1166"
VerbindStr6,aare_post,r,"778"
HauptStrAB6,bodensee_horn_huberm,l,"3137"
Fahrstraes,magadino-lido,l,"2048"
NebenStr3,ascona-traghetto-spiaggia,l,"880"
NebenStr3,ascona-traghetto-spiaggia,l,"150"
NebenStr3,ascona-traghetto-spiaggia,l,"969"
NebenStr3,ascona-traghetto-spiaggia,l,"1382"
NebenStr3,ascona-traghetto-spiaggia,l,"1142"
NebenStr3,ascona-traghetto-spiaggia,l,"166"
NebenStr3,ascona-traghetto-spiaggia,l,"1130"
HauptStrAB6,arabie,l,"1257"
HauptStrAB6,arabie,l,"1241"
HauptStrAB6,arabie,l,"1391"
HauptStrAB6,arabie,l,"717"
HauptStrAB6,arabie,l,"434"
HauptStrAB6,arabie,l,"507"
HauptStrAB6,arabie,l,"54"
HauptStrAB6,isole-di-brissago-porto,l,"2261"
VerbindStr6,la-petite-plage,l,"318"
VerbindStr6,la-petite-plage,l,"347"
VerbindStr6,la-petite-plage,l,"344"
VerbindStr6,la-petite-plage,l,"2285"
VerbindStr6,arve_carouge_battistellak,r,"615"
VerbindStr6,arve_carouge_battistellak,r,"3098"
VerbindStr6,arve_carouge_battistellak,r,"262"
VerbindStr6,arve_carouge_battistellak,r,"682"
VerbindStr6,arve_carouge_battistellak,r,"1001"
VerbindStr6,toss_bauma_kurthe,r,"1637"
Fahrstraes,sitter_gaiserwald_buehlerf,r,"174"
Fussweg,spackmatt,r,"1949"
VerbindStr6,thur_schwarzenbach_meiliw,r,"1128"
VerbindStr6,thur_schwarzenbach_meiliw,r,"2678"
HauptStrAB6,leuk-mattenstrasse,r,"2698"
Fahrstraes,aare_koniz_hoppej,r,"835"
Fahrstraes,aare_koniz_hoppej,r,"455"
Autostr,hafeli,l,"3028"
Autobahn,arabie,l,"1062"
NebenStr3,beich,r,"1968"
Fussweg,les-paccots,p,"744"
Fussweg,les-paccots,p,"1158"
Fussweg,les-paccots,p,"221"
NebenStr3,murg-bad,l,"1315"
HauptStrAB6,vorderrhein_disentis_schmidn,r,"3285"
HauptStrAB6,vorderrhein_disentis_schmidn,r,"40"
Fahrstraes,sempachersee_sempach_tampec,l,"1481"
Fahrstraes,sempachersee_sempach_tampec,l,"6"
HauptStrAB6,via-brunari-spiaggia,r,"932"
HauptStrAB6,via-brunari-spiaggia,r,"14"
HauptStrAB6,via-brunari-spiaggia,r,"2599"
NebenStr6,sihl_zuerich_eggerskoehlingera,r,"1207"
NebenStr3,thur_schwarzenbach_meiliw,r,"443"
NebenStr3,thur_schwarzenbach_meiliw,r,"331"
NebenStr3,thur_schwarzenbach_meiliw,r,"429"
NebenStr3,thur_schwarzenbach_meiliw,r,"1483"
NebenStr3,thur_schwarzenbach_meiliw,r,"728"
NebenStr3,thur_schwarzenbach_meiliw,r,"734"
NebenStr6,rhein_basel_hungerbuehlern,r,"126"
HauptStrAB6,aare_bern_caveltin,r,"1499"
HauptStrAB6,mols-rocks,l,"3234"
NebenStr3,plage-de-st-sulpice,l,"1065"
NebenStr3,plage-de-st-sulpice,l,"605"
NebenStr3,plage-de-st-sulpice,l,"413"
NebenStr3,plage-de-st-sulpice,l,"824"
VerbindStr6,nouvelle-plage,l,"1962"
Fahrstraes,pacha-mama-gerra,l,"3792"
Fahrstraes,pacha-mama-gerra,l,"144"
Fahrstraes,plage-de-st-sulpice,l,"197"
Fahrstraes,plage-de-st-sulpice,l,"265"
Autobahn,aare_kehrsatz_stolten,r,"2040"
VerbindStr6,parc-des-pierrettes,l,"1477"
VerbindStr6,parc-des-pierrettes,l,"1387"
VerbindStr4,sihl_zuerich_eggerskoehlingera,r,"499"
VerbindStr4,sihl_zuerich_eggerskoehlingera,r,"761"
VerbindStr4,sihl_zuerich_eggerskoehlingera,r,"412"
VerbindStr4,sihl_zuerich_eggerskoehlingera,r,"256"
VerbindStr4,sihl_zuerich_eggerskoehlingera,r,"185"
Fussweg,schmerikon-bahnhof-strand,l,"1837"
HauptStrAB6,villa-barton,l,"477"
HauptStrAB6,villa-barton,l,"838"
HauptStrAB6,villa-barton,l,"931"
HauptStrAB6,villa-barton,l,"1041"
HauptStrAB6,villa-barton,l,"1259"
HauptStrAB6,villa-barton,l,"658"
HauptStrAB6,villa-barton,l,"1248"
Autobahn,la-morges,l,"2630"
NebenStr3,schutzenmatte,r,"773"
NebenStr3,schutzenmatte,r,"1119"
NebenStr3,schutzenmatte,r,"480"
NebenStr3,schutzenmatte,r,"3"
NebenStr3,schutzenmatte,r,"4"
NebenStr3,schutzenmatte,r,"133"
NebenStr3,schutzenmatte,r,"107"
NebenStr3,schutzenmatte,r,"395"
NebenStr3,schutzenmatte,r,"88"
NebenStr3,schutzenmatte,r,"972"
Fussweg,monte-generoso,p,"3218"
VerbindStr6,sihl_adliswil_oggi_fort,r,"1517"
VerbindStr6,sihl_adliswil_oggi_fort,r,"1885"
VerbindStr6,sihl_adliswil_oggi_fort,r,"1509"
VerbindStr6,oberi-chlihochstetten,r,"1918"
VerbindStr6,oberi-chlihochstetten,r,"688"
Fussweg,jona-river-rastplatz,r,"1490"
VerbindStr6,glatt_oerlikon_covosn,r,"3052"
VerbindStr6,glatt_oerlikon_covosn,r,"2605"
Fahrstraes,zugerseecholler_cham_blarerm,l,"1619"
VerbindStr4,sitter_gaiserwald_buehlerf,r,"195"
VerbindStr4,sitter_gaiserwald_buehlerf,r,"553"
HauptStrAB6,bodensee_steinach_dolder_a,l,"1478"
HauptStrAB6,bodensee_steinach_dolder_a,l,"1764"
HauptStrAB6,bodensee_steinach_dolder_a,l,"1824"
NebenStr3,sihl_zuerich_eichenbergerd,r,"1130"
NebenStr3,sihl_zuerich_eichenbergerd,r,"733"
NebenStr3,sihl_zuerich_eichenbergerd,r,"930"
NebenStr3,sihl_zuerich_eichenbergerd,r,"413"
Fussweg,plage-de-st-sulpice,l,"3221"
Autob_Ri,rhein_basel,r,"1999"
VerbindStr6,rhein-beach-tinguely,r,"852"
VerbindStr6,rhein-beach-tinguely,r,"1319"
VerbindStr6,rhein-beach-tinguely,r,"626"
VerbindStr6,rhein-beach-tinguely,r,"378"
VerbindStr6,rhein-beach-tinguely,r,"880"
VerbindStr6,rhein-beach-tinguely,r,"562"
VerbindStr6,rhein-beach-tinguely,r,"281"
NebenStr3,rhein_eglisau_gomringerp,r,"3083"
NebenStr3,rhein_eglisau_gomringerp,r,"245"
NebenStr3,rhein_eglisau_gomringerp,r,"656"
NebenStr3,reuss_stkarli_linigersimhofy,r,"1950"
NebenStr3,reuss_stkarli_linigersimhofy,r,"1258"
NebenStr3,reuss_stkarli_linigersimhofy,r,"2177"
NebenStr3,reuss_stkarli_linigersimhofy,r,"252"
NebenStr3,reuss_stkarli_linigersimhofy,r,"189"
NebenStr3,reuss_stkarli_linigersimhofy,r,"105"
NebenStr3,reuss_stkarli_linigersimhofy,r,"7"
NebenStr3,reuss_stkarli_linigersimhofy,r,"10"
NebenStr3,reuss_stkarli_linigersimhofy,r,"111"
NebenStr3,reuss_stkarli_linigersimhofy,r,"77"
NebenStr3,langete_langenthal_geiserm,r,"290"
NebenStr3,langete_langenthal_geiserm,r,"1421"
Autobahn,aare_post,r,"1202"
Autobahn,aare_post,r,"760"
HauptStrAB6,baye-de-clarens,l,"2090"
HauptStrAB6,baye-de-clarens,l,"1655"
HauptStrAB6,baye-de-clarens,l,"1134"
VerbindStr4,schusspark-strand,r,"416"
Fussweg,vidy,l,"1263"
Fussweg,vidy,l,"78"
Fussweg,vidy,l,"1714"
Fussweg,vidy,l,"1000"
Fussweg,aare_post,r,"437"
Fahrstraes,aare_brugg_buchie,r,"1563"
Fahrstraes,aare_brugg_buchie,r,"413"
NebenStr3,le-pierrier,l,"1523"
NebenStr3,le-pierrier,l,"50"
HauptStrAB6,grendelbach_effretikon_dambonec,r,"1114"
HauptStrAB6,grendelbach_effretikon_dambonec,r,"45"
Autobahn,lavey-la-source,r,"2910"
Fahrstraes,luscherz-plage,l,"1767"
Fahrstraes,luscherz-plage,l,"1564"
Autob_Ri,chriesbach_duebendorf_schneidera,r,"698"
Autob_Ri,chriesbach_duebendorf_schneidera,r,"285"
Fahrstraes,camp-des-peches,l,"432"
Fahrstraes,camp-des-peches,l,"570"
VerbindStr6,grendelbach_effretikon_dambonec,r,"636"
VerbindStr6,grendelbach_effretikon_dambonec,r,"411"
VerbindStr6,grendelbach_effretikon_dambonec,r,"912"
HauptStrAB4,plage-de-serriere,l,"983"
HauptStrAB4,plage-de-serriere,l,"359"
VerbindStr4,hafeli,l,"941"
NebenStr3,brugg-be-buren-bsg-standort,r,"1300"
NebenStr3,brugg-be-buren-bsg-standort,r,"763"
NebenStr3,brugg-be-buren-bsg-standort,r,"1043"
Fahrstraes,schmerikon-bahnhof-strand,l,"1646"
Fahrstraes,schmerikon-bahnhof-strand,l,"1624"
Autobahn,aare_bern_scheurerk,r,"1837"
Autobahn,aare_bern_scheurerk,r,"897"
VerbindStr6,muhlehorn-dorf,l,"75"
NebenStr3,vira-gambarogno,l,"1183"
NebenStr3,vira-gambarogno,l,"1253"
NebenStr3,vira-gambarogno,l,"3802"
NebenStr3,gals-reserve,l,"1089"
HauptStrAB6,hauterive-petite-plage,l,"2183"
HauptStrAB6,hauterive-petite-plage,l,"1198"
HauptStrAB6,hauterive-petite-plage,l,"1047"
Autobahn,lacleman_vidy_santie,l,"2365"
VerbindStr6,gerra-gambarogno,l,"3018"
NebenStr3,lacleman_gland_kubela,l,"456"
NebenStr3,lacleman_gland_kubela,l,"479"
VerbindStr6,schutzenmatte,r,"299"
VerbindStr6,schutzenmatte,r,"331"
VerbindStr6,schutzenmatte,r,"178"
VerbindStr6,schutzenmatte,r,"551"
VerbindStr6,schutzenmatte,r,"1807"
Fahrstraes,oyonne,l,"705"
Fahrstraes,bodensee_steinach_dolder_a,l,"979"
Fahrstraes,bodensee_steinach_dolder_a,l,"326"
Fahrstraes,bodensee_steinach_dolder_a,l,"141"
Fahrstraes,sihl_zurich_himmelhebern,r,"284"
Fahrstraes,sihl_zurich_himmelhebern,r,"93"
Fahrstraes,sihl_zurich_himmelhebern,r,"163"
HauptStrAB6,murg-bad,l,"2977"
Fussweg,caprino,l,"2137"
NebenStr3,pont-sous-terre,r,"908"
NebenStr3,pont-sous-terre,r,"1004"
NebenStr3,pont-sous-terre,r,"689"
NebenStr3,pont-sous-terre,r,"975"
NebenStr3,pont-sous-terre,r,"20"
NebenStr3,pont-sous-terre,r,"964"
NebenStr3,pont-sous-terre,r,"407"
NebenStr3,pont-sous-terre,r,"290"
NebenStr3,pont-sous-terre,r,"32"
NebenStr3,pont-sous-terre,r,"616"
NebenStr3,pont-sous-terre,r,"2257"
NebenStr3,pont-sous-terre,r,"537"
NebenStr3,pont-sous-terre,r,"547"
NebenStr3,pont-sous-terre,r,"982"
NebenStr3,pont-sous-terre,r,"561"
NebenStr3,pont-sous-terre,r,"13"
NebenStr3,pont-sous-terre,r,"137"
NebenStr3,pont-sous-terre,r,"194"
NebenStr3,pont-sous-terre,r,"23"
NebenStr3,pont-sous-terre,r,"135"
Fahrstraes,brugg-be-buren-bsg-standort,r,"1725"
Fahrstraes,brugg-be-buren-bsg-standort,r,"1356"
Fahrstraes,brugg-be-buren-bsg-standort,r,"582"
Fahrstraes,brugg-be-buren-bsg-standort,r,"780"
Fahrstraes,brugg-be-buren-bsg-standort,r,"948"
NebenStr3,veysonnaz,p,"3087"
NebenStr3,limmat_zuerich_jansena,r,"564"
NebenStr3,limmat_zuerich_jansena,r,"2190"
NebenStr3,limmat_zuerich_jansena,r,"388"
